nu,stress,time,n,w,q,z
0.005,0.1191,477.5,5.989030004981527,4.650494019526867e-09,0.5380981982805493,0.6776366570346462
0.005,0.1191,480.0,5.989245255443003,4.361655558398104e-09,0.5373613706872816,0.6774214068620082
0.005,0.1191,482.5,5.989460348554825,4.090992390619786e-09,0.5366246139521635,0.6772063140208493
0.005,0.1191,485.0,5.989675283563661,3.838424541345525e-09,0.5358879312423926,0.6769913792645817
0.005,0.1191,487.5,5.989890059719852,3.6030518988278595e-09,0.535151325718739,0.676776603343763
0.005,0.1191,490.0,5.990104676276629,3.384155277042609e-09,0.5344148005380297,0.6765619870058827
0.005,0.1191,492.5,5.990319132497839,3.1797013133290284e-09,0.5336783588476384,0.6763475309891268
0.005,0.1191,495.0,5.990533427651648,2.9875602295867653e-09,0.5329420037899731,0.6761332360274583
0.005,0.1191,497.5,5.990747560997421,2.80803828113512e-09,0.5322057385118101,0.6759191028612079
0.005,0.1191,500.0,5.990961531803632,2.64041852295259e-09,0.5314695661515447,0.6757051322226166
0.005,0.1191,502.5,5.991175339342018,2.4840916151666745e-09,0.5307334898433589,0.6754913248405576
0.005,0.1191,505.0,5.991388982887231,2.3381995989541264e-09,0.5299975127148158,0.6752776814412365
0.005,0.1191,507.5,5.991602461716132,2.2009167143597997e-09,0.5292616378820039,0.675064202749618
0.005,0.1191,510.0,5.991815775110668,2.072403917989886e-09,0.5285258684694863,0.6748508894835951
0.005,0.1191,512.5,5.992028922355262,1.95212263678573e-09,0.527790207592163,0.6746377423592824
0.005,0.1191,515.0,5.992241902737559,1.8396044437175524e-09,0.5270546583604674,0.6744247620895032
0.005,0.1191,517.5,5.992454715548449,1.7344444228006858e-09,0.5263192238802794,0.6742119493837732
0.005,0.1191,520.0,5.992667360088322,1.6345746967294399e-09,0.5255839072301904,0.6739993049437705
0.005,0.1191,522.5,5.992879835651084,1.540677012624064e-09,0.5248487115196097,0.6737868294749062
0.005,0.1191,525.0,5.993092141537837,1.4524063651524198e-09,0.5241136398390358,0.6735745236764232
0.005,0.1191,527.5,5.993304277052952,1.369475935837352e-09,0.5233786952743439,0.6733623882442387
0.005,0.1191,530.0,5.993516241504062,1.291657093056685e-09,0.5226438809067847,0.6731504238709481
0.005,0.1191,532.5,5.993728034202062,1.218779392043226e-09,0.5219091998129854,0.672938631245826
0.005,0.1191,535.0,5.99393965446112,1.150730574884764e-09,0.5211746550649495,0.6727270110548162
0.005,0.1191,537.5,5.99415110160066,1.0868912457601738e-09,0.520440249721172,0.6725155639791158
0.005,0.1191,540.0,5.994362374947962,1.0254003954294192e-09,0.5197059868150967,0.6723042906933043
0.005,0.1191,542.5,5.994573473823018,9.67444404763978e-10,0.5189718694225214,0.6720931918762044
0.005,0.1191,545.0,5.994784397553931,9.128959013794754e-10,0.5182379005930589,0.6718822681998399
0.005,0.1191,547.5,5.994995145472133,8.61667180050476e-10,0.5175040833714072,0.6716715203328665
0.005,0.1191,550.0,5.995205716912388,8.137102027104871e-10,0.5167704207973494,0.6714609489405692
0.005,0.1191,552.5,5.995416111212789,7.690165984519571e-10,0.5160369159057533,0.6712505546848615
0.005,0.1191,555.0,5.995626327714761,7.276176635262757e-10,0.5153035717265728,0.6710403382242885
0.005,0.1191,557.5,5.995836365762397,6.883757288252934e-10,0.5145703912622809,0.6708303002158943
0.005,0.1191,560.0,5.996046224703265,6.504582816520409e-10,0.5138373775153929,0.6706204413129441
0.005,0.1191,562.5,5.996255903889199,6.147736425060871e-10,0.5131045335152699,0.6704107621626946
0.005,0.1191,565.0,5.996465402674807,5.812540551486395e-10,0.512371862267394,0.6702012634106059
0.005,0.1191,567.5,5.996674720418016,5.498525163042393e-10,0.5116393667719792,0.669991945698798
0.005,0.1191,570.0,5.996883856480074,5.205427756607595e-10,0.5109070500239723,0.6697828096660502
0.005,0.1191,572.5,5.997092810225552,4.933193358694062e-10,0.5101749150130511,0.6695738559477957
0.005,0.1191,575.0,5.997301581022336,4.681974525447183e-10,0.5094429647236263,0.6693650851761332
0.005,0.1191,577.5,5.9975101682555145,4.440421264547409e-10,0.5087112021000076,0.6691564979671103
0.005,0.1191,580.0,5.997718571298598,4.209959407871259e-10,0.5079796301186229,0.6689480949470734
0.005,0.1191,582.5,5.99792678952716,3.9932874136307896e-10,0.5072482517537991,0.6687398767401784
0.005,0.1191,585.0,5.998134822324279,3.789777713086492e-10,0.5065170699640849,0.66853184396341
0.005,0.1191,587.5,5.998342669076493,3.598894154280488e-10,0.5057860877024153,0.6683239972302846
0.005,0.1191,590.0,5.998550329173797,3.4201920020365246e-10,0.5050553079161121,0.6681163371508504
0.005,0.1191,592.5,5.998757802009646,3.253317937959978e-10,0.5043247335468841,0.6679088643316895
0.005,0.1191,595.0,5.99896508698095,3.0980100604378513e-10,0.5035943675308264,0.6677015793759163
0.005,0.1191,597.5,5.9991721834830365,2.948144057425806e-10,0.5028642127539361,0.6674944828888161
0.005,0.1191,600.0,5.999379090922275,2.8066436405077343e-10,0.5021342721635174,0.6672875754637273
0.005,0.1191,602.5,5.999585808705596,2.673100476700416e-10,0.5014045486756818,0.6670808576937605
0.005,0.1191,605.0,5.999792336243242,2.5470248380691275e-10,0.5006750451996368,0.6668743301687221
0.005,0.1191,607.5,5.999998672948876,2.4279763516482824e-10,0.49994576463866186,0.6666679934749934
0.005,0.1191,610.0,6.000204818239584,2.315563999441423e-10,0.49921670989010913,0.6664618481955268
0.005,0.1191,612.5,6.000410771535875,2.2094461184212225e-10,0.49848788384540316,0.6662558949098476
0.005,0.1191,615.0,6.00061653226279,2.1087456538045113e-10,0.4977592893724983,0.6660501341930022
0.005,0.1191,617.5,6.000822099851607,2.0111555341757818e-10,0.49703092928904036,0.6658445666139441
0.005,0.1191,620.0,6.001027473729845,1.9181947121369785e-10,0.4963028065200471,0.6656391927450023
0.005,0.1191,622.5,6.0012326533319325,1.829600139625679e-10,0.49557492392966834,0.6654340131517745
0.005,0.1191,625.0,6.001437638095724,1.7451521233214816e-10,0.494847284375946,0.6652290283964278
0.005,0.1191,627.5,6.001642427462512,1.6646743246460006e-10,0.4941198907108146,0.6650242390376876
0.005,0.1191,630.0,6.001847020877023,1.588033759762869e-10,0.4933927457801008,0.6648196456308402
0.005,0.1191,632.5,6.002051417787418,1.5151407995777365e-10,0.49266585242352373,0.664615248727735
0.005,0.1191,635.0,6.0022556176452895,1.4459491697382705e-10,0.491939213474695,0.6644110488767826
0.005,0.1191,637.5,6.002459619905664,1.3804559506341578e-10,0.4912128317611183,0.6642070466229577
0.005,0.1191,640.0,6.002663424027005,1.3187015773971013e-10,0.49048671010419,0.6640032425077921
0.005,0.1191,642.5,6.002867029471206,1.2607698399008214e-10,0.4897608513191985,0.6637996370693838
0.005,0.1191,645.0,6.003070435701656,1.2058301604336016e-10,0.4890352581906688,0.6635962308444278
0.005,0.1191,647.5,6.003273642176548,1.1488375351331923e-10,0.4883099333874049,0.6633930243752356
0.005,0.1191,650.0,6.003476648376367,1.0940967740746704e-10,0.48758487981169113,0.6631900181808904
0.005,0.1191,652.5,6.00367945377621,1.0415997784318842e-10,0.48686010024755527,0.6629872127862966
0.005,0.1191,655.0,6.003882057854574,9.913683664427373e-11,0.4861355974725715,0.6627846087129557
0.005,0.1191,657.5,6.004084460093367,9.434542734091875e-11,0.4854113742578605,0.6625822064789548
0.005,0.1191,660.0,6.004286659977899,8.97939151697247e-11,0.4846874333680894,0.6623800065989744
0.005,0.1191,662.5,6.004488656996893,8.54934570736984e-11,0.48396377756147146,0.6621780095842807
0.005,0.1191,665.0,6.0046904506424745,8.145820170225196e-11,0.48324040958976666,0.6619762159427343
0.005,0.1191,667.5,6.004892040410173,7.770528941120307e-11,0.4825173321982813,0.6617746261787888
0.005,0.1191,670.0,6.005093425798933,7.425485226277488e-11,0.48179454812586814,0.6615732407934796
0.005,0.1191,672.5,6.005294606311097,7.113001402559595e-11,0.4810720601049261,0.6613720602844404
0.005,0.1191,675.0,6.005495581451921,6.827962639133278e-11,0.4803498708424698,0.6611710851464663
0.005,0.1191,677.5,6.005696350725867,6.500055125362999e-11,0.4796279828785766,0.660970315875799
0.005,0.1191,680.0,6.00589691364902,6.187324015919239e-11,0.47890639906064203,0.6607697529557733
0.005,0.1191,682.5,6.006097269737136,5.889937015794286e-11,0.4781851220870638,0.6605693968706314
0.005,0.1191,685.0,6.006297418509373,5.608191277244623e-11,0.47746415464937036,0.6603692481012121
0.005,0.1191,687.5,6.006497359488274,5.3425133997909345e-11,0.47674349943222055,0.6601693071249676
0.005,0.1191,690.0,6.006697092199791,5.0934594302181e-11,0.47602315911340376,0.6599695744159415
0.005,0.1191,692.5,6.006896616173262,4.861714862575198e-11,0.4753031363638402,0.6597700504447879
0.005,0.1191,695.0,6.007095930941422,4.6480946381755066e-11,0.47458343384758017,0.6595707356787638
0.005,0.1191,697.5,6.007295036040408,4.4535431455964987e-11,0.473864054221805,0.6593716305817234
0.005,0.1191,700.0,6.007493931009745,4.279134220679847e-11,0.47314500013682625,0.6591727356141306
0.005,0.1191,702.5,6.007692615392357,4.126071146531422e-11,0.4724262742360862,0.6589740512330492
0.005,0.1191,705.0,6.007891088734122,3.993570365837149e-11,0.471707879148304,0.6587755778926091
0.005,0.1191,707.5,6.008089350574347,3.833457170899964e-11,0.47098981731897865,0.6585773160539851
0.005,0.1191,710.0,6.0082874004736375,3.683074396715563e-11,0.47027209150361804,0.6583792661561987
0.005,0.1191,712.5,6.008485237988073,3.542087162905482e-11,0.4695547043105572,0.658181428643173
0.005,0.1191,715.0,6.008682862677101,3.410185304096662e-11,0.4688376583408724,0.6579838039554644
0.005,0.1191,717.5,6.008880274103545,3.2870833699214526e-11,0.4681209561883824,0.6577863925302514
0.005,0.1191,720.0,6.009077471833602,3.172520625017611e-11,0.46740460043964743,0.6575891948013398
0.005,0.1191,722.5,6.0092744554368425,3.066261049028298e-11,0.4666885936739701,0.6573922111991619
0.005,0.1191,725.0,6.009471224486213,2.968093336602083e-11,0.46597293846339427,0.6571954421507729
0.005,0.1191,727.5,6.009667778558032,2.8778308973929425e-11,0.46525763737270626,0.656998888079857
0.005,0.1191,730.0,6.00986411723199,2.795311856060258e-11,0.46454269295943384,0.6568025494067241
0.005,0.1191,732.5,6.010060240091154,2.7203990522688188e-11,0.46382810777384714,0.6566064265483087
0.005,0.1191,735.0,6.010256146721964,2.6529800406888194e-11,0.46311388435895773,0.6564105199181728
0.005,0.1191,737.5,6.010451836692808,2.5821457435506546e-11,0.46240002508580286,0.6562148299480374
0.005,0.1191,740.0,6.010647309611619,2.5152805765514878e-11,0.46168653259623876,0.6560193570298956
0.005,0.1191,742.5,6.010842565074321,2.4520249661039514e-11,0.4609734094066125,0.6558241015678258
0.005,0.1191,745.0,6.011037602679971,2.3919214731026435e-11,0.46026065802414745,0.655629063962777
0.005,0.1191,747.5,6.011232422030956,2.3345157999730742e-11,0.45954828094848027,0.6554342446123662
0.005,0.1191,750.0,6.011427022732995,2.2793567906716624e-11,0.45883628067166116,0.6552396439108781
0.005,0.1191,752.5,6.011621404395138,2.2259964306857393e-11,0.45812465967815397,0.6550452622492693
0.005,0.1191,755.0,6.011815566629763,2.173989847033544e-11,0.4574134204448359,0.654851100015164
0.005,0.1191,757.5,6.012009509052583,2.1228953082642268e-11,0.45670256544099797,0.6546571575928549
0.005,0.1191,760.0,6.01220323128264,2.0722742244578486e-11,0.45599209712834415,0.6544634353633045
0.005,0.1191,762.5,6.0123967329423085,2.02169114722538e-11,0.4552820179609925,0.6542699337041415
0.005,0.1191,765.0,6.0125900136572925,1.9707137697087007e-11,0.4545723303854743,0.6540766529896673
0.005,0.1191,767.5,6.012783073022593,1.9253770873726524e-11,0.4538630367144965,0.6538835936248201
0.005,0.1191,770.0,6.0129759106919485,1.8811952529068203e-11,0.4531541394586882,0.6536907559559065
0.005,0.1191,772.5,6.013168526301686,1.8376233547400036e-11,0.4524456410441329,0.6534981403466047
0.005,0.1191,775.0,6.0133609194892115,1.79454201095059e-11,0.4517375438809582,0.6533057471595101
0.005,0.1191,777.5,6.0135530898951375,1.7518519284778713e-11,0.45102985037119253,0.6531135767540109
0.005,0.1191,780.0,6.013745037163273,1.709472811157099e-11,0.4503225629087232,0.6529216294862996
0.005,0.1191,782.5,6.01393676094061,1.6673422677545453e-11,0.4496156838792563,0.6527299057093833
0.005,0.1191,785.0,6.014128260877334,1.625414720002565e-11,0.44890921566027514,0.6525384057730785
0.005,0.1191,787.5,6.014319536626798,1.5836603106346525e-11,0.44820316062100024,0.6523471300240328
0.005,0.1191,790.0,6.014510587845521,1.5420638114205027e-11,0.44749752112234775,0.6521560788057251
0.005,0.1191,792.5,6.01470141419319,1.5006235312010695e-11,0.44679229951688904,0.6519652524584711
0.005,0.1191,795.0,6.014892015332638,1.4593502239236282e-11,0.4460874981488093,0.6517746513194355
0.005,0.1191,797.5,6.015082390929846,1.4182659966768296e-11,0.4453831193538677,0.651584275722638
0.005,0.1191,800.0,6.015272540653937,1.3774032177257668e-11,0.4446791654593552,0.6513941259989559
0.005,0.1191,802.5,6.015462464184725,1.3372303525693823e-11,0.4439756387813221,0.6512042024685699
0.005,0.1191,805.0,6.015652161201427,1.2980138022523709e-11,0.44327254162861424,0.6510145054522601
0.005,0.1191,807.5,6.015841631376278,1.2594569873195237e-11,0.4425698763051361,0.650825035277794
0.005,0.1191,810.0,6.016030874391593,1.2216623303472485e-11,0.44186764510364457,0.6506357922628576
0.005,0.1191,812.5,6.016219889932839,1.1847400053695544e-11,0.44116585030820626,0.6504467767219806
0.005,0.1191,815.0,6.016408677688628,1.1488069399277775e-11,0.44046449419415523,0.6502579889665508
0.005,0.1191,817.5,6.016597237350723,1.1139858171203019e-11,0.43976357902805213,0.650069429304804
0.005,0.1191,820.0,6.016785568614022,1.0804040776522857e-11,0.43906310706764273,0.6498810980418408
0.005,0.1191,822.5,6.016973671176556,1.0481929218853842e-11,0.4383630805618159,0.6496929954796288
0.005,0.1191,825.0,6.017161544739483,1.017486311887471e-11,0.4376635017505628,0.6495051219170095
0.005,0.1191,827.5,6.017349189007086,9.884199734823666e-12,0.4369643728649351,0.6493174776496969
0.005,0.1191,830.0,6.0175366036867555,9.611303982995567e-12,0.4362656961270036,0.6491300629703002
0.005,0.1191,832.5,6.017723788489002,9.357538458239197e-12,0.43556747374981675,0.6489428781683072
0.005,0.1191,835.0,6.017910743127437,9.124253454454475e-12,0.4348697079373592,0.6487559235301061
0.005,0.1191,837.5,6.018097467316055,8.91170177577154e-12,0.4341724008895288,0.6485691993417001
0.005,0.1191,840.0,6.018283960701413,8.69219348571608e-12,0.43347555492735024,0.6483827059565619
0.005,0.1191,842.5,6.018470223059781,8.488103538059369e-12,0.4327791721287828,0.6481964435983978
0.005,0.1191,845.0,6.018656254113945,8.299370812210856e-12,0.4320832546670336,0.6480104125444226
0.005,0.1191,847.5,6.0188420535895295,8.125776983247838e-12,0.43138780470648236,0.6478246130690117
0.005,0.1191,850.0,6.019027621214982,7.966933471048544e-12,0.4306928244026538,0.647639045443718
0.005,0.1191,852.5,6.019212956721558,7.822268389425184e-12,0.4299983159021908,0.6474537099372862
0.005,0.1191,855.0,6.01939805984332,7.691013495257022e-12,0.42930428134282733,0.6472686068156557
0.005,0.1191,857.5,6.019582930317104,7.572191137623447e-12,0.42861072285336105,0.6470837363419908
0.005,0.1191,860.0,6.019767567882519,7.464601206937017e-12,0.42791764255362646,0.6468990987766837
0.005,0.1191,862.5,6.019951972281937,7.366808084076557e-12,0.42722504255446786,0.6467146943773636
0.005,0.1191,865.0,6.0201361432604665,7.277127589520194e-12,0.4265329249577118,0.6465305233989233
0.005,0.1191,867.5,6.020320080565954,7.1936139324784385e-12,0.4258412918561401,0.6463465860935196
0.005,0.1191,870.0,6.020503783948957,7.114046660027241e-12,0.42515014533346307,0.6461628827105959
0.005,0.1191,872.5,6.020687253162739,7.035917606241069e-12,0.4244594874642922,0.6459794134968917
0.005,0.1191,875.0,6.020870488057093,6.985948740981119e-12,0.4237693203978091,0.6457961786025881
0.005,0.1191,877.5,6.021053488398129,6.963370253951668e-12,0.42307964619701455,0.6456131782615744
0.005,0.1191,880.0,6.021236253898111,6.949301588726639e-12,0.42239046686532655,0.6454304127616071
0.005,0.1191,882.5,6.021418784328124,6.942200025332267e-12,0.4217017844470574,0.6452478823316008
0.005,0.1191,885.0,6.021601079462421,6.940335154903346e-12,0.4210136009777539,0.6450655871973056
0.005,0.1191,887.5,6.0217831390784164,6.941781078021634e-12,0.420325918484184,0.6448835275813087
0.005,0.1191,890.0,6.021964962956696,6.944408603054235e-12,0.4196387389843254,0.6447017037030263
0.005,0.1191,892.5,6.0221465508810175,6.9458774444920055e-12,0.41895206448735317,0.6445201157787036
0.005,0.1191,895.0,6.022327902638319,6.943628421287945e-12,0.4182658969936269,0.6443387640214039
0.005,0.1191,897.5,6.022509018018711,6.934875655195592e-12,0.41758023849467946,0.6441576486410208
0.005,0.1191,900.0,6.022689896815493,6.916598769107416e-12,0.41689509097320365,0.6439767698442577
0.005,0.1191,902.5,6.0228705388251464,6.885535085393223e-12,0.416210456403041,0.643796127834635
0.005,0.1191,905.0,6.023050943847346,6.83817182423854e-12,0.4155263367491686,0.6436157228124831
0.005,0.1191,907.5,6.023231111684958,6.770738301983014e-12,0.41484273396768767,0.6434355549749381
0.005,0.1191,910.0,6.023411042113324,6.690992584843125e-12,0.4141596500137006,0.6432556245466522
0.005,0.1191,912.5,6.023590734758331,6.6650217436460146e-12,0.41347708687261175,0.6430759319016709
0.005,0.1191,915.0,6.023770189577225,6.63265277566084e-12,0.41279504643663806,0.6428964770828094
0.005,0.1191,917.5,6.0239494063759595,6.59273836652002e-12,0.41211353062875034,0.6427172602841147
0.005,0.1191,920.0,6.024128384962961,6.544113975126479e-12,0.4114325413631691,0.6425382816971617
0.005,0.1191,922.5,6.0243071251491225,6.485599042488605e-12,0.41075208054535806,0.6423595415110589
0.005,0.1191,925.0,6.024485626747775,6.4159982005552215e-12,0.4100721500720183,0.6421810399124761
0.005,0.1191,927.5,6.024663889574671,6.3341024810505415e-12,0.4093927518310816,0.6420027770856617
0.005,0.1191,930.0,6.024841913447966,6.238690524309142e-12,0.4087138877017049,0.6418247532124627
0.005,0.1191,932.5,6.0250196981881965,6.1285297881109196e-12,0.4080355595542633,0.6416469684723419
0.005,0.1191,935.0,6.025197243618256,6.002377756516059e-12,0.4073577692503444,0.6414694230424088
0.005,0.1191,937.5,6.025374549563382,5.858983148699994e-12,0.4066805186427419,0.6412921170974263
0.005,0.1191,940.0,6.02555161585113,5.697087127788374e-12,0.4060038095754493,0.6411150508098397
0.005,0.1191,942.5,6.025728442311362,5.515424509692025e-12,0.4053276438836537,0.6409382243497898
0.005,0.1191,945.0,6.025905028776211,5.312724971941917e-12,0.4046520233937301,0.6407616378851436
0.005,0.1191,947.5,6.026081375305892,5.124911281564634e-12,0.40397694992346544,0.6405852913556503
0.005,0.1191,950.0,6.026257481687884,4.9426091360773305e-12,0.4033024252815405,0.6404091849738399
0.005,0.1191,952.5,6.026433347690861,4.752978472379927e-12,0.4026284512677829,0.6402333189710531
0.005,0.1191,955.0,6.026608973170326,4.5571204124045015e-12,0.4019550296732699,0.6400576934917838
0.005,0.1191,957.5,6.026784357985026,4.356311294783841e-12,0.40128216228023583,0.6398823086772849
0.005,0.1191,960.0,6.026959501996954,4.152009400982357e-12,0.4006098508620665,0.639707164665561
0.005,0.1191,962.5,6.027134405071371,3.945861681427005e-12,0.3999380971832929,0.6395322615913498
0.005,0.1191,965.0,6.027309067076815,3.7397104816381994e-12,0.3992669029995846,0.6393575995861123
0.005,0.1191,967.5,6.027483487885118,3.535600268360735e-12,0.3985962700577442,0.6391831787780131
0.005,0.1191,970.0,6.027657667371415,3.335784355694695e-12,0.3979262000957008,0.6390089992919166
0.005,0.1191,972.5,6.027831605414157,3.142731631226374e-12,0.3972566948425036,0.6388350612493673
0.005,0.1191,975.0,6.02800530189513,2.9591332821591925e-12,0.39658775601831614,0.6386613647685782
0.005,0.1191,977.5,6.028178756699467,2.7879095214446155e-12,0.3959193853344099,0.638487909964412
0.005,0.1191,980.0,6.028351969715654,2.6322163139130654e-12,0.39525158449315834,0.6383146969483805
0.005,0.1191,982.5,6.028524940632689,2.4651483417216484e-12,0.3945843551938963,0.6381417260315128
0.005,0.1191,985.0,6.028697668843025,2.2152473713501108e-12,0.3939176991357207,0.637968997821427
0.005,0.1191,987.5,6.028870154759975,1.9632969168396053e-12,0.39325161797939134,0.6377965119047286
0.005,0.1191,990.0,6.029042398265503,1.7104618998506948e-12,0.3925861133922077,0.6376242683994537
0.005,0.1191,992.5,6.029214399243864,1.4580069435692322e-12,0.39192118703257317,0.6374522674213446
0.005,0.1191,995.0,6.02938615758159,1.2072989534198647e-12,0.39125684054998944,0.6372805090838696
0.005,0.1191,997.5,6.029557673167467,9.598096977795324e-13,0.3905930755850514,0.63710899349824
0.005,0.1191,1000.0,6.029728945892536,7.171183886909621e-13,0.3899298937694411,0.6369377207734136
0.005,0.1191,1002.5,6.029899975650066,4.809142625761728e-13,0.38926729672592303,0.63676669101612
0.005,0.1191,1005.0,6.0300707623355425,2.529991609499697e-13,0.3886052860683388,0.6365959043308714
0.005,0.1191,1007.5,6.030241305846657,3.529011113344594e-14,0.3879438634016009,0.636425360819975
0.005,0.1191,1010.0,6.030411606083289,-1.7017809303252038e-13,0.38728303032168826,0.6362550605835479
0.005,0.1191,1012.5,6.030581662947494,-3.6125031047376543e-13,0.38662278841564046,0.6360850037195342
0.005,0.1191,1015.0,6.030751476343484,-5.356484721693429e-13,0.38596313926155223,0.6359151903237185
0.005,0.1191,1017.5,6.030921046177622,-6.909690004380233e-13,0.38530408442856845,0.635745620489736
0.005,0.1191,1020.0,6.0310903723584,-8.246802282247967e-13,0.3846456254768783,0.6355762943090917
0.005,0.1191,1022.5,6.0312594547964276,-9.341198183873723e-13,0.38398776395771034,0.6354072118711735
0.005,0.1191,1025.0,6.031428293404415,-1.0164921829826811e-12,0.38333050141332675,0.635238373263268
0.005,0.1191,1027.5,6.031596888097167,-1.0688659025533756e-12,0.38267383937701827,0.6350697785705689
0.005,0.1191,1030.0,6.0317652387915555,-1.0881711454143315e-12,0.38201777937309855,0.6349014278761996
0.005,0.1191,1032.5,6.031933345939744,-1.2052938846136201e-12,0.38136232302083634,0.6347333207281283
0.005,0.1191,1035.0,6.0321012090994355,-1.3255220126705623e-12,0.3807074717557646,0.634565457568557
0.005,0.1191,1037.5,6.032268828162712,-1.4375771108091798e-12,0.38005322706920514,0.6343978385053927
0.005,0.1191,1040.0,6.032436203068796,-1.541378840664445e-12,0.3793995904522762,0.6342304635994123
0.005,0.1191,1042.5,6.0326033337596945,-1.6368932223572684e-12,0.3787465633872455,0.6340633329086094
0.005,0.1191,1045.0,6.032770220180207,-1.7241348063391857e-12,0.37809414734752816,0.6338964464881844
0.005,0.1191,1047.5,6.032936862277936,-1.803168845237043e-12,0.3774423437976852,0.6337298043905346
0.005,0.1191,1050.0,6.03310326000328,-1.874113465697681e-12,0.3767911541934223,0.6335634066652612
0.005,0.1191,1052.5,6.033269413309447,-1.937141840232625e-12,0.3761405799815871,0.6333972533591572
0.005,0.1191,1055.0,6.033435322152458,-1.9924843590627686e-12,0.37549062260016863,0.6332313445162011
0.005,0.1191,1057.5,6.033600986491144,-2.0404308019630596e-12,0.3748412834782948,0.6330656801775637
0.005,0.1191,1060.0,6.033766406287159,-2.0813325101071872e-12,0.37419256403623113,0.6329002603815889
0.005,0.1191,1062.5,6.033931581504986,-2.115604557912267e-12,0.3735444656853787,0.6327350851637963
0.005,0.1191,1065.0,6.034096512111931,-2.143727924883528e-12,0.3728969898282727,0.6325701545568793
0.005,0.1191,1067.5,6.034261198078138,-2.166251667458999e-12,0.37225013785858074,0.6324054685906955
0.005,0.1191,1070.0,6.034425639376585,-2.183795090854192e-12,0.3716039111611013,0.6322410272922656
0.005,0.1191,1072.5,6.034589835983097,-2.1970499209067934e-12,0.3709583111117616,0.6320768306857666
0.005,0.1191,1075.0,6.034753787876346,-2.206782475921345e-12,0.370313339077616,0.631912878792528
0.005,0.1191,1077.5,6.034917495037853,-2.2138358385139326e-12,0.36966899641684486,0.6317491716310282
0.005,0.1191,1080.0,6.035080957027118,-2.206030039560198e-12,0.36902528456379063,0.6315857096417552
0.005,0.1191,1082.5,6.035244173816868,-2.1839205670126598e-12,0.3683822048617848,0.6314224928519828
0.005,0.1191,1085.0,6.0354071456603915,-2.156709704059474e-12,0.3677397585896981,0.6312595210084322
0.005,0.1191,1087.5,6.035569872532404,-2.1250060817738473e-12,0.36709794707385157,0.6310967941363876
0.005,0.1191,1090.0,6.035732354409465,-2.0894744310902466e-12,0.366456771631888,0.6309343122592916
0.005,0.1191,1092.5,6.035894591269975,-2.0508369905182113e-12,0.3658162335727752,0.6307720753987427
0.005,0.1191,1095.0,6.036056583094139,-2.0098749138561713e-12,0.36517633419680917,0.6306100835745382
0.005,0.1191,1097.5,6.0362183298639565,-1.967429677905255e-12,0.3645370747956175,0.6304483368046779
0.005,0.1191,1100.0,6.0363798315632,-1.9244044901831056e-12,0.36389845665216236,0.6302868351053915
0.005,0.1191,1102.5,6.03654108817739,-1.8817656966376957e-12,0.3632604810407441,0.6301255784911582
0.005,0.1191,1105.0,6.03670209969378,-1.8405441893611363e-12,0.36262314922700417,0.6299645669747271
0.005,0.1191,1107.5,6.036862866101335,-1.8018368143034938e-12,0.36198646246792876,0.629803800567134
0.005,0.1191,1110.0,6.0370233873907075,-1.7668077789866022e-12,0.3613504220118517,0.6296432792777262
0.005,0.1191,1112.5,6.037183663554222,-1.7366900602178751e-12,0.36071502909845815,0.6294830031141817
0.005,0.1191,1115.0,6.0373436945858545,-1.7127868118041206e-12,0.36008028495878713,0.6293229720825252
0.005,0.1191,1117.5,6.037503480481207,-1.6964727722653548e-12,0.35944619081523566,0.6291631861871565
0.005,0.1191,1120.0,6.037663021237495,-1.6891956725486137e-12,0.35881274788156153,0.6290036454308615
0.005,0.1191,1122.5,6.03782231685352,-1.6924776437417677e-12,0.3581799573628866,0.6288443498148397
0.005,0.1191,1125.0,6.037981367329652,-1.7079166247873331e-12,0.35754782045570005,0.6286852993387226
0.005,0.1191,1127.5,6.038140172784901,-1.7231636159613306e-12,0.35691633837513287,0.6285264938834888
0.005,0.1191,1130.0,6.038298733549252,-1.7008614894586885e-12,0.35628551237647316,0.6283679331191161
0.005,0.1191,1132.5,6.038457049302106,-1.681837688206324e-12,0.3556553435545057,0.6282096173662431
0.005,0.1191,1135.0,6.038615120062335,-1.6665186229245342e-12,0.35502583307411695,0.6280515466059983
0.005,0.1191,1137.5,6.0387729458509884,-1.6553293338692012e-12,0.3543969820917411,0.6278937208173339
0.005,0.1191,1140.0,6.0389305266912805,-1.6486928402247226e-12,0.3537687917553667,0.6277361399770351
0.005,0.1191,1142.5,6.039087862608591,-1.6470294894969473e-12,0.35314126320454464,0.6275788040597229
0.005,0.1191,1145.0,6.039244953630458,-1.6507563069061063e-12,0.352514397570395,0.6274217130378595
0.005,0.1191,1147.5,6.039401799786586,-1.6602863447797493e-12,0.35188819597561416,0.6272648668817412
0.005,0.1191,1150.0,6.039558401108825,-1.676028031945677e-12,0.35126265953448244,0.6271082655595182
0.005,0.1191,1152.5,6.039714757631185,-1.6983845231248735e-12,0.35063778935287127,0.62695190903718
0.005,0.1191,1155.0,6.039870869389825,-1.7277530483244412e-12,0.3500135865282504,0.62679579727857
0.005,0.1191,1157.5,6.040026736423045,-1.764524262230534e-12,0.34939005214969493,0.6266399302453861
0.005,0.1191,1160.0,6.040182358771296,-1.8090815936012914e-12,0.34876718729789313,0.6264843078971801
